Treino,Média
2023-2024_treino_222.csv_128-1,0.57
2023-2024_treino_223.csv_128-1,0.57
2023-2024_treino_224.csv_128-1,0.57
2023-2024_treino_225.csv_128-1,0.58
2023-2024_treino_226.csv_128-1,0.58
2023-2024_treino_227.csv_128-1,0.57
2023-2024_treino_228.csv_128-1,0.58
2023-2024_treino_229.csv_128-1,0.59
2023-2024_treino_230.csv_128-1,0.59
2023-2024_treino_231.csv_128-1,0.59
2023-2024_treino_232.csv_128-1,0.59
2023-2024_treino_233.csv_128-1,0.59
2023-2024_treino_234.csv_128-1,0.60
2023-2024_treino_235.csv_128-1,0.61
2023-2024_treino_236.csv_128-1,0.60
2023-2024_treino_237.csv_128-1,0.60
2023-2024_treino_238.csv_128-1,0.59
2023-2024_treino_239.csv_128-1,0.59
2023-2024_treino_240.csv_128-1,0.59
2023-2024_treino_241.csv_128-1,0.60
2023-2024_treino_242.csv_128-1,0.60
2023-2024_treino_243.csv_128-1,0.61
2023-2024_treino_244.csv_128-1,0.61
2023-2024_treino_245.csv_128-1,0.61
2023-2024_treino_246.csv_128-1,0.62
2023-2024_treino_247.csv_128-1,0.61
2023-2024_treino_248.csv_128-1,0.61
2023-2024_treino_249.csv_128-1,0.61
2023-2024_treino_250.csv_128-1,0.62
2023-2024_treino_251.csv_128-1,0.62
2023-2024_treino_252.csv_128-1,0.61
2023-2024_treino_253.csv_128-1,0.61
2023-2024_treino_254.csv_128-1,0.60
2023-2024_treino_255.csv_128-1,0.60
2023-2024_treino_256.csv_128-1,0.59
2023-2024_treino_257.csv_128-1,0.59
2023-2024_treino_258.csv_128-1,0.59
