Treino,Média
2008-2009_treino_71.csv_32-1,0.56
2008-2009_treino_72.csv_32-1,0.59
2008-2009_treino_73.csv_32-1,0.62
2008-2009_treino_74.csv_32-1,0.62
2008-2009_treino_75.csv_32-1,0.62
2008-2009_treino_76.csv_32-1,0.66
2008-2009_treino_77.csv_32-1,0.62
2008-2009_treino_78.csv_32-1,0.62
2008-2009_treino_79.csv_32-1,0.66
2008-2009_treino_80.csv_32-1,0.66
2008-2009_treino_81.csv_32-1,0.69
2008-2009_treino_82.csv_32-1,0.72
2008-2009_treino_83.csv_32-1,0.75
2008-2009_treino_84.csv_32-1,0.72
2008-2009_treino_85.csv_32-1,0.75
2008-2009_treino_86.csv_32-1,0.78
2008-2009_treino_87.csv_32-1,0.75
2008-2009_treino_88.csv_32-1,0.75
2008-2009_treino_89.csv_32-1,0.78
2008-2009_treino_90.csv_32-1,0.78
2008-2009_treino_91.csv_32-1,0.81
2008-2009_treino_92.csv_32-1,0.81
2008-2009_treino_93.csv_32-1,0.84
2008-2009_treino_94.csv_32-1,0.84
2008-2009_treino_95.csv_32-1,0.84
2008-2009_treino_96.csv_32-1,0.84
2008-2009_treino_97.csv_32-1,0.84
2008-2009_treino_98.csv_32-1,0.84
2008-2009_treino_99.csv_32-1,0.81
2008-2009_treino_100.csv_32-1,0.81
2008-2009_treino_101.csv_32-1,0.78
2008-2009_treino_102.csv_32-1,0.78
2008-2009_treino_103.csv_32-1,0.81
2008-2009_treino_104.csv_32-1,0.78
2008-2009_treino_105.csv_32-1,0.75
2008-2009_treino_106.csv_32-1,0.72
2008-2009_treino_107.csv_32-1,0.75
2008-2009_treino_108.csv_32-1,0.72
2008-2009_treino_109.csv_32-1,0.75
2008-2009_treino_110.csv_32-1,0.72
2008-2009_treino_111.csv_32-1,0.69
2008-2009_treino_112.csv_32-1,0.69
2008-2009_treino_113.csv_32-1,0.69
2008-2009_treino_114.csv_32-1,0.69
2008-2009_treino_115.csv_32-1,0.66
2008-2009_treino_116.csv_32-1,0.66
2008-2009_treino_117.csv_32-1,0.66
2008-2009_treino_118.csv_32-1,0.62
2008-2009_treino_119.csv_32-1,0.66
2008-2009_treino_120.csv_32-1,0.62
2008-2009_treino_121.csv_32-1,0.59
2008-2009_treino_122.csv_32-1,0.59
2008-2009_treino_123.csv_32-1,0.59
2008-2009_treino_124.csv_32-1,0.59
2008-2009_treino_125.csv_32-1,0.59
2008-2009_treino_126.csv_32-1,0.56
2008-2009_treino_127.csv_32-1,0.53
2008-2009_treino_128.csv_32-1,0.53
2008-2009_treino_129.csv_32-1,0.50
2008-2009_treino_130.csv_32-1,0.50
2008-2009_treino_131.csv_32-1,0.53
2008-2009_treino_132.csv_32-1,0.50
2008-2009_treino_133.csv_32-1,0.53
2008-2009_treino_134.csv_32-1,0.50
2008-2009_treino_135.csv_32-1,0.50
2008-2009_treino_136.csv_32-1,0.53
2008-2009_treino_137.csv_32-1,0.56
2008-2009_treino_138.csv_32-1,0.56
2008-2009_treino_139.csv_32-1,0.56
2008-2009_treino_140.csv_32-1,0.59
2008-2009_treino_141.csv_32-1,0.56
2008-2009_treino_142.csv_32-1,0.59
2008-2009_treino_143.csv_32-1,0.62
2008-2009_treino_144.csv_32-1,0.62
2008-2009_treino_145.csv_32-1,0.62
2008-2009_treino_146.csv_32-1,0.62
2008-2009_treino_147.csv_32-1,0.66
2008-2009_treino_148.csv_32-1,0.69
2008-2009_treino_149.csv_32-1,0.69
2008-2009_treino_150.csv_32-1,0.69
2008-2009_treino_151.csv_32-1,0.69
2008-2009_treino_152.csv_32-1,0.69
2008-2009_treino_153.csv_32-1,0.72
2008-2009_treino_154.csv_32-1,0.69
2008-2009_treino_155.csv_32-1,0.69
2008-2009_treino_156.csv_32-1,0.66
2008-2009_treino_157.csv_32-1,0.66
2008-2009_treino_158.csv_32-1,0.69
2008-2009_treino_159.csv_32-1,0.72
2008-2009_treino_160.csv_32-1,0.72
2008-2009_treino_161.csv_32-1,0.75
2008-2009_treino_162.csv_32-1,0.72
2008-2009_treino_163.csv_32-1,0.72
2008-2009_treino_164.csv_32-1,0.75
2008-2009_treino_165.csv_32-1,0.72
2008-2009_treino_166.csv_32-1,0.72
2008-2009_treino_167.csv_32-1,0.69
2008-2009_treino_168.csv_32-1,0.66
2008-2009_treino_169.csv_32-1,0.62
2008-2009_treino_170.csv_32-1,0.62
2008-2009_treino_171.csv_32-1,0.62
2008-2009_treino_172.csv_32-1,0.59
2008-2009_treino_173.csv_32-1,0.62
2008-2009_treino_174.csv_32-1,0.59
2008-2009_treino_175.csv_32-1,0.59
2008-2009_treino_176.csv_32-1,0.59
2008-2009_treino_177.csv_32-1,0.59
2008-2009_treino_178.csv_32-1,0.56
2008-2009_treino_179.csv_32-1,0.56
2008-2009_treino_180.csv_32-1,0.56
2008-2009_treino_181.csv_32-1,0.53
2008-2009_treino_182.csv_32-1,0.53
2008-2009_treino_183.csv_32-1,0.50
2008-2009_treino_184.csv_32-1,0.53
2008-2009_treino_185.csv_32-1,0.53
2008-2009_treino_186.csv_32-1,0.56
2008-2009_treino_187.csv_32-1,0.53
2008-2009_treino_188.csv_32-1,0.56
2008-2009_treino_189.csv_32-1,0.56
2008-2009_treino_190.csv_32-1,0.56
2008-2009_treino_191.csv_32-1,0.56
2008-2009_treino_192.csv_32-1,0.53
2008-2009_treino_193.csv_32-1,0.53
2008-2009_treino_194.csv_32-1,0.56
2008-2009_treino_195.csv_32-1,0.53
2008-2009_treino_196.csv_32-1,0.53
2008-2009_treino_197.csv_32-1,0.56
2008-2009_treino_198.csv_32-1,0.59
2008-2009_treino_199.csv_32-1,0.62
2008-2009_treino_200.csv_32-1,0.66
2008-2009_treino_201.csv_32-1,0.66
2008-2009_treino_202.csv_32-1,0.66
2008-2009_treino_203.csv_32-1,0.62
2008-2009_treino_204.csv_32-1,0.66
2008-2009_treino_205.csv_32-1,0.66
2009-2010_treino_1.csv_32-1,0.66
2009-2010_treino_2.csv_32-1,0.69
2009-2010_treino_3.csv_32-1,0.66
2009-2010_treino_4.csv_32-1,0.66
2009-2010_treino_5.csv_32-1,0.66
2009-2010_treino_6.csv_32-1,0.66
2009-2010_treino_7.csv_32-1,0.66
2009-2010_treino_8.csv_32-1,0.66
2009-2010_treino_9.csv_32-1,0.66
2009-2010_treino_10.csv_32-1,0.66
2009-2010_treino_11.csv_32-1,0.69
2009-2010_treino_12.csv_32-1,0.69
2009-2010_treino_13.csv_32-1,0.66
2009-2010_treino_14.csv_32-1,0.66
2009-2010_treino_15.csv_32-1,0.62
2009-2010_treino_16.csv_32-1,0.62
2009-2010_treino_17.csv_32-1,0.66
2009-2010_treino_18.csv_32-1,0.66
2009-2010_treino_19.csv_32-1,0.66
2009-2010_treino_20.csv_32-1,0.66
2009-2010_treino_21.csv_32-1,0.62
2009-2010_treino_22.csv_32-1,0.66
2009-2010_treino_23.csv_32-1,0.69
2009-2010_treino_24.csv_32-1,0.72
2009-2010_treino_25.csv_32-1,0.72
2009-2010_treino_26.csv_32-1,0.72
2009-2010_treino_27.csv_32-1,0.72
2009-2010_treino_28.csv_32-1,0.72
2009-2010_treino_29.csv_32-1,0.69
2009-2010_treino_30.csv_32-1,0.72
2009-2010_treino_31.csv_32-1,0.75
2009-2010_treino_32.csv_32-1,0.75
2009-2010_treino_33.csv_32-1,0.75
2009-2010_treino_34.csv_32-1,0.75
2009-2010_treino_35.csv_32-1,0.75
2009-2010_treino_36.csv_32-1,0.78
2009-2010_treino_37.csv_32-1,0.75
2009-2010_treino_38.csv_32-1,0.75
2009-2010_treino_39.csv_32-1,0.72
2009-2010_treino_40.csv_32-1,0.72
2009-2010_treino_41.csv_32-1,0.69
2009-2010_treino_42.csv_32-1,0.69
2009-2010_treino_43.csv_32-1,0.66
2009-2010_treino_44.csv_32-1,0.66
2009-2010_treino_45.csv_32-1,0.69
2009-2010_treino_46.csv_32-1,0.69
2009-2010_treino_47.csv_32-1,0.72
2009-2010_treino_48.csv_32-1,0.72
2009-2010_treino_49.csv_32-1,0.69
2009-2010_treino_50.csv_32-1,0.66
2009-2010_treino_51.csv_32-1,0.66
2009-2010_treino_52.csv_32-1,0.62
2009-2010_treino_53.csv_32-1,0.66
2009-2010_treino_54.csv_32-1,0.66
2009-2010_treino_55.csv_32-1,0.66
2009-2010_treino_56.csv_32-1,0.66
2009-2010_treino_57.csv_32-1,0.69
2009-2010_treino_58.csv_32-1,0.69
2009-2010_treino_59.csv_32-1,0.69
2009-2010_treino_60.csv_32-1,0.69
2009-2010_treino_61.csv_32-1,0.72
2009-2010_treino_62.csv_32-1,0.72
2009-2010_treino_63.csv_32-1,0.72
2009-2010_treino_64.csv_32-1,0.69
2009-2010_treino_65.csv_32-1,0.72
2009-2010_treino_66.csv_32-1,0.72
2009-2010_treino_67.csv_32-1,0.75
2009-2010_treino_68.csv_32-1,0.75
2009-2010_treino_69.csv_32-1,0.75
2009-2010_treino_70.csv_32-1,0.72
2009-2010_treino_71.csv_32-1,0.72
2009-2010_treino_72.csv_32-1,0.72
2009-2010_treino_73.csv_32-1,0.72
2009-2010_treino_74.csv_32-1,0.69
2009-2010_treino_75.csv_32-1,0.69
2009-2010_treino_76.csv_32-1,0.69
2009-2010_treino_77.csv_32-1,0.69
2009-2010_treino_78.csv_32-1,0.69
2009-2010_treino_79.csv_32-1,0.69
2009-2010_treino_80.csv_32-1,0.66
2009-2010_treino_81.csv_32-1,0.69
2009-2010_treino_82.csv_32-1,0.72
2009-2010_treino_83.csv_32-1,0.72
2009-2010_treino_84.csv_32-1,0.75
2009-2010_treino_85.csv_32-1,0.72
2009-2010_treino_86.csv_32-1,0.69
2009-2010_treino_87.csv_32-1,0.69
2009-2010_treino_88.csv_32-1,0.69
2009-2010_treino_89.csv_32-1,0.69
2009-2010_treino_90.csv_32-1,0.66
2009-2010_treino_91.csv_32-1,0.66
2009-2010_treino_92.csv_32-1,0.62
2009-2010_treino_93.csv_32-1,0.62
2009-2010_treino_94.csv_32-1,0.59
2009-2010_treino_95.csv_32-1,0.59
2009-2010_treino_96.csv_32-1,0.62
2009-2010_treino_97.csv_32-1,0.62
2009-2010_treino_98.csv_32-1,0.59
2009-2010_treino_99.csv_32-1,0.56
2009-2010_treino_100.csv_32-1,0.56
2009-2010_treino_101.csv_32-1,0.59
2009-2010_treino_102.csv_32-1,0.62
2009-2010_treino_103.csv_32-1,0.62
2009-2010_treino_104.csv_32-1,0.62
2009-2010_treino_105.csv_32-1,0.62
2009-2010_treino_106.csv_32-1,0.66
2009-2010_treino_107.csv_32-1,0.69
2009-2010_treino_108.csv_32-1,0.69
2009-2010_treino_109.csv_32-1,0.69
2009-2010_treino_110.csv_32-1,0.69
2009-2010_treino_111.csv_32-1,0.69
2009-2010_treino_112.csv_32-1,0.69
2009-2010_treino_113.csv_32-1,0.66
2009-2010_treino_114.csv_32-1,0.66
2009-2010_treino_115.csv_32-1,0.62
2009-2010_treino_116.csv_32-1,0.59
2009-2010_treino_117.csv_32-1,0.59
2009-2010_treino_118.csv_32-1,0.62
2009-2010_treino_119.csv_32-1,0.62
2009-2010_treino_120.csv_32-1,0.62
2009-2010_treino_121.csv_32-1,0.59
2009-2010_treino_122.csv_32-1,0.59
2009-2010_treino_123.csv_32-1,0.59
2009-2010_treino_124.csv_32-1,0.62
2009-2010_treino_125.csv_32-1,0.62
2009-2010_treino_126.csv_32-1,0.66
2009-2010_treino_127.csv_32-1,0.66
2009-2010_treino_128.csv_32-1,0.62
2009-2010_treino_129.csv_32-1,0.62
2009-2010_treino_130.csv_32-1,0.66
2011-2012_treino_1.csv_32-1,0.62
2011-2012_treino_2.csv_32-1,0.66
2011-2012_treino_3.csv_32-1,0.62
2011-2012_treino_4.csv_32-1,0.59
2011-2012_treino_5.csv_32-1,0.62
2011-2012_treino_6.csv_32-1,0.62
2011-2012_treino_7.csv_32-1,0.62
2011-2012_treino_8.csv_32-1,0.62
2011-2012_treino_9.csv_32-1,0.62
2011-2012_treino_10.csv_32-1,0.62
2011-2012_treino_11.csv_32-1,0.66
2011-2012_treino_12.csv_32-1,0.66
2011-2012_treino_13.csv_32-1,0.66
2011-2012_treino_14.csv_32-1,0.66
2011-2012_treino_15.csv_32-1,0.62
2011-2012_treino_16.csv_32-1,0.62
2011-2012_treino_17.csv_32-1,0.62
2011-2012_treino_18.csv_32-1,0.59
2011-2012_treino_19.csv_32-1,0.59
2011-2012_treino_20.csv_32-1,0.59
2011-2012_treino_21.csv_32-1,0.59
2011-2012_treino_22.csv_32-1,0.59
2011-2012_treino_23.csv_32-1,0.59
2011-2012_treino_24.csv_32-1,0.62
2011-2012_treino_25.csv_32-1,0.62
2011-2012_treino_26.csv_32-1,0.62
2011-2012_treino_27.csv_32-1,0.66
2011-2012_treino_28.csv_32-1,0.66
2011-2012_treino_29.csv_32-1,0.62
2011-2012_treino_30.csv_32-1,0.62
2011-2012_treino_31.csv_32-1,0.59
2011-2012_treino_32.csv_32-1,0.59
2011-2012_treino_33.csv_32-1,0.62
2011-2012_treino_34.csv_32-1,0.62
2011-2012_treino_35.csv_32-1,0.66
2011-2012_treino_36.csv_32-1,0.66
2011-2012_treino_37.csv_32-1,0.66
2011-2012_treino_38.csv_32-1,0.66
2011-2012_treino_39.csv_32-1,0.66
2011-2012_treino_40.csv_32-1,0.62
2011-2012_treino_41.csv_32-1,0.66
2011-2012_treino_42.csv_32-1,0.66
2011-2012_treino_43.csv_32-1,0.66
2011-2012_treino_44.csv_32-1,0.66
2011-2012_treino_45.csv_32-1,0.66
2011-2012_treino_46.csv_32-1,0.69
2011-2012_treino_47.csv_32-1,0.72
2011-2012_treino_48.csv_32-1,0.75
2011-2012_treino_49.csv_32-1,0.72
2011-2012_treino_50.csv_32-1,0.72
2011-2012_treino_51.csv_32-1,0.69
2011-2012_treino_52.csv_32-1,0.66
2011-2012_treino_53.csv_32-1,0.69
2011-2012_treino_54.csv_32-1,0.69
2011-2012_treino_55.csv_32-1,0.66
2011-2012_treino_56.csv_32-1,0.66
2011-2012_treino_57.csv_32-1,0.66
2011-2012_treino_58.csv_32-1,0.62
2011-2012_treino_59.csv_32-1,0.59
2011-2012_treino_60.csv_32-1,0.59
2011-2012_treino_61.csv_32-1,0.62
2011-2012_treino_62.csv_32-1,0.66
2011-2012_treino_63.csv_32-1,0.69
2011-2012_treino_64.csv_32-1,0.69
2011-2012_treino_65.csv_32-1,0.69
2011-2012_treino_66.csv_32-1,0.69
2011-2012_treino_67.csv_32-1,0.69
2011-2012_treino_68.csv_32-1,0.72
2011-2012_treino_69.csv_32-1,0.72
2011-2012_treino_70.csv_32-1,0.72
2011-2012_treino_71.csv_32-1,0.72
2011-2012_treino_72.csv_32-1,0.75
2011-2012_treino_73.csv_32-1,0.75
2011-2012_treino_74.csv_32-1,0.72
2011-2012_treino_75.csv_32-1,0.69
2011-2012_treino_76.csv_32-1,0.69
2011-2012_treino_77.csv_32-1,0.69
2011-2012_treino_78.csv_32-1,0.69
2011-2012_treino_79.csv_32-1,0.66
2011-2012_treino_80.csv_32-1,0.62
2011-2012_treino_81.csv_32-1,0.66
2011-2012_treino_82.csv_32-1,0.69
2011-2012_treino_83.csv_32-1,0.69
2011-2012_treino_84.csv_32-1,0.72
2011-2012_treino_85.csv_32-1,0.72
2011-2012_treino_86.csv_32-1,0.72
2011-2012_treino_87.csv_32-1,0.72
2011-2012_treino_88.csv_32-1,0.69
2011-2012_treino_89.csv_32-1,0.69
2011-2012_treino_90.csv_32-1,0.72
2011-2012_treino_91.csv_32-1,0.72
2011-2012_treino_92.csv_32-1,0.69
2011-2012_treino_93.csv_32-1,0.69
2011-2012_treino_94.csv_32-1,0.66
2011-2012_treino_95.csv_32-1,0.62
2011-2012_treino_96.csv_32-1,0.62
2011-2012_treino_97.csv_32-1,0.62
2011-2012_treino_98.csv_32-1,0.59
2011-2012_treino_99.csv_32-1,0.59
2011-2012_treino_100.csv_32-1,0.59
2011-2012_treino_101.csv_32-1,0.59
2011-2012_treino_102.csv_32-1,0.59
2011-2012_treino_103.csv_32-1,0.59
2011-2012_treino_104.csv_32-1,0.59
2011-2012_treino_105.csv_32-1,0.59
2011-2012_treino_106.csv_32-1,0.59
2011-2012_treino_107.csv_32-1,0.62
2011-2012_treino_108.csv_32-1,0.66
2011-2012_treino_109.csv_32-1,0.62
2011-2012_treino_110.csv_32-1,0.62
2011-2012_treino_111.csv_32-1,0.66
2011-2012_treino_112.csv_32-1,0.66
2011-2012_treino_113.csv_32-1,0.66
2011-2012_treino_114.csv_32-1,0.66
2011-2012_treino_115.csv_32-1,0.69
2011-2012_treino_116.csv_32-1,0.69
2011-2012_treino_117.csv_32-1,0.66
2011-2012_treino_118.csv_32-1,0.66
2011-2012_treino_119.csv_32-1,0.69
2011-2012_treino_120.csv_32-1,0.69
2011-2012_treino_121.csv_32-1,0.66
2011-2012_treino_122.csv_32-1,0.66
2011-2012_treino_123.csv_32-1,0.66
2011-2012_treino_124.csv_32-1,0.69
2011-2012_treino_125.csv_32-1,0.69
2011-2012_treino_126.csv_32-1,0.72
2011-2012_treino_127.csv_32-1,0.72
2011-2012_treino_128.csv_32-1,0.69
2011-2012_treino_129.csv_32-1,0.69
2011-2012_treino_130.csv_32-1,0.69
2011-2012_treino_131.csv_32-1,0.69
2011-2012_treino_132.csv_32-1,0.69
2011-2012_treino_133.csv_32-1,0.69
2011-2012_treino_134.csv_32-1,0.69
2011-2012_treino_135.csv_32-1,0.69
2011-2012_treino_136.csv_32-1,0.69
2011-2012_treino_137.csv_32-1,0.69
2011-2012_treino_138.csv_32-1,0.72
2011-2012_treino_139.csv_32-1,0.72
2011-2012_treino_140.csv_32-1,0.69
2011-2012_treino_141.csv_32-1,0.69
2011-2012_treino_142.csv_32-1,0.69
2011-2012_treino_143.csv_32-1,0.66
2011-2012_treino_144.csv_32-1,0.69
2012-2013_treino_1.csv_32-1,0.69
2012-2013_treino_2.csv_32-1,0.66
2012-2013_treino_3.csv_32-1,0.69
2012-2013_treino_4.csv_32-1,0.72
2012-2013_treino_5.csv_32-1,0.72
2012-2013_treino_6.csv_32-1,0.72
2012-2013_treino_7.csv_32-1,0.69
2012-2013_treino_8.csv_32-1,0.69
2012-2013_treino_9.csv_32-1,0.69
2012-2013_treino_10.csv_32-1,0.69
2012-2013_treino_11.csv_32-1,0.66
2012-2013_treino_12.csv_32-1,0.69
2012-2013_treino_13.csv_32-1,0.69
2012-2013_treino_14.csv_32-1,0.69
2012-2013_treino_15.csv_32-1,0.69
2012-2013_treino_16.csv_32-1,0.66
2012-2013_treino_17.csv_32-1,0.66
2012-2013_treino_18.csv_32-1,0.62
2012-2013_treino_19.csv_32-1,0.62
2012-2013_treino_20.csv_32-1,0.62
2012-2013_treino_21.csv_32-1,0.66
2012-2013_treino_22.csv_32-1,0.62
2012-2013_treino_23.csv_32-1,0.59
2012-2013_treino_24.csv_32-1,0.59
2012-2013_treino_25.csv_32-1,0.62
2012-2013_treino_26.csv_32-1,0.66
2012-2013_treino_27.csv_32-1,0.66
2012-2013_treino_28.csv_32-1,0.62
2012-2013_treino_29.csv_32-1,0.62
2012-2013_treino_30.csv_32-1,0.62
2012-2013_treino_31.csv_32-1,0.62
2012-2013_treino_32.csv_32-1,0.62
2012-2013_treino_33.csv_32-1,0.59
2012-2013_treino_34.csv_32-1,0.62
2012-2013_treino_35.csv_32-1,0.62
2012-2013_treino_36.csv_32-1,0.62
2012-2013_treino_37.csv_32-1,0.62
2012-2013_treino_38.csv_32-1,0.59
2012-2013_treino_39.csv_32-1,0.62
2012-2013_treino_40.csv_32-1,0.62
2012-2013_treino_41.csv_32-1,0.59
2012-2013_treino_42.csv_32-1,0.62
2012-2013_treino_43.csv_32-1,0.62
2012-2013_treino_44.csv_32-1,0.59
2012-2013_treino_45.csv_32-1,0.59
2012-2013_treino_46.csv_32-1,0.59
2012-2013_treino_47.csv_32-1,0.56
2012-2013_treino_48.csv_32-1,0.56
2012-2013_treino_49.csv_32-1,0.56
2012-2013_treino_50.csv_32-1,0.59
2012-2013_treino_51.csv_32-1,0.56
2012-2013_treino_52.csv_32-1,0.56
2012-2013_treino_53.csv_32-1,0.53
2012-2013_treino_54.csv_32-1,0.53
2012-2013_treino_55.csv_32-1,0.56
2012-2013_treino_56.csv_32-1,0.56
2012-2013_treino_57.csv_32-1,0.56
2012-2013_treino_58.csv_32-1,0.53
2012-2013_treino_59.csv_32-1,0.50
2012-2013_treino_60.csv_32-1,0.50
2012-2013_treino_61.csv_32-1,0.50
2012-2013_treino_62.csv_32-1,0.47
2012-2013_treino_63.csv_32-1,0.44
2012-2013_treino_64.csv_32-1,0.41
2012-2013_treino_65.csv_32-1,0.41
2012-2013_treino_66.csv_32-1,0.38
2012-2013_treino_67.csv_32-1,0.38
2012-2013_treino_68.csv_32-1,0.38
2012-2013_treino_69.csv_32-1,0.38
2012-2013_treino_70.csv_32-1,0.41
2012-2013_treino_71.csv_32-1,0.41
2012-2013_treino_72.csv_32-1,0.41
2012-2013_treino_73.csv_32-1,0.44
2012-2013_treino_74.csv_32-1,0.41
2012-2013_treino_75.csv_32-1,0.41
2012-2013_treino_76.csv_32-1,0.44
2012-2013_treino_77.csv_32-1,0.44
2012-2013_treino_78.csv_32-1,0.44
2012-2013_treino_79.csv_32-1,0.47
2012-2013_treino_80.csv_32-1,0.50
2012-2013_treino_81.csv_32-1,0.53
2012-2013_treino_82.csv_32-1,0.53
2012-2013_treino_83.csv_32-1,0.56
2012-2013_treino_84.csv_32-1,0.56
2012-2013_treino_85.csv_32-1,0.56
2012-2013_treino_86.csv_32-1,0.59
2012-2013_treino_87.csv_32-1,0.59
2012-2013_treino_88.csv_32-1,0.56
2012-2013_treino_89.csv_32-1,0.53
2012-2013_treino_90.csv_32-1,0.56
2012-2013_treino_91.csv_32-1,0.56
2012-2013_treino_92.csv_32-1,0.56
2012-2013_treino_93.csv_32-1,0.59
2012-2013_treino_94.csv_32-1,0.59
2012-2013_treino_95.csv_32-1,0.59
2012-2013_treino_96.csv_32-1,0.59
2012-2013_treino_97.csv_32-1,0.62
2012-2013_treino_98.csv_32-1,0.66
2012-2013_treino_99.csv_32-1,0.62
2012-2013_treino_100.csv_32-1,0.62
2012-2013_treino_101.csv_32-1,0.62
2012-2013_treino_102.csv_32-1,0.62
2012-2013_treino_103.csv_32-1,0.59
2012-2013_treino_104.csv_32-1,0.56
2012-2013_treino_105.csv_32-1,0.56
2012-2013_treino_106.csv_32-1,0.59
2012-2013_treino_107.csv_32-1,0.62
2012-2013_treino_108.csv_32-1,0.62
2012-2013_treino_109.csv_32-1,0.59
2012-2013_treino_110.csv_32-1,0.59
2012-2013_treino_111.csv_32-1,0.59
2012-2013_treino_112.csv_32-1,0.59
2012-2013_treino_113.csv_32-1,0.56
2012-2013_treino_114.csv_32-1,0.53
2012-2013_treino_115.csv_32-1,0.53
2012-2013_treino_116.csv_32-1,0.56
2012-2013_treino_117.csv_32-1,0.59
2012-2013_treino_118.csv_32-1,0.59
2012-2013_treino_119.csv_32-1,0.59
2012-2013_treino_120.csv_32-1,0.62
2012-2013_treino_121.csv_32-1,0.66
2012-2013_treino_122.csv_32-1,0.62
2012-2013_treino_123.csv_32-1,0.62
2012-2013_treino_124.csv_32-1,0.66
2012-2013_treino_125.csv_32-1,0.66
2012-2013_treino_126.csv_32-1,0.69
2012-2013_treino_127.csv_32-1,0.72
2012-2013_treino_128.csv_32-1,0.72
2012-2013_treino_129.csv_32-1,0.69
2012-2013_treino_130.csv_32-1,0.69
2012-2013_treino_131.csv_32-1,0.69
2012-2013_treino_132.csv_32-1,0.69
2012-2013_treino_133.csv_32-1,0.69
2012-2013_treino_134.csv_32-1,0.69
2012-2013_treino_135.csv_32-1,0.72
2012-2013_treino_136.csv_32-1,0.72
2012-2013_treino_137.csv_32-1,0.72
2012-2013_treino_138.csv_32-1,0.72
2012-2013_treino_139.csv_32-1,0.72
2012-2013_treino_140.csv_32-1,0.69
2012-2013_treino_141.csv_32-1,0.69
2012-2013_treino_142.csv_32-1,0.69
2012-2013_treino_143.csv_32-1,0.69
2012-2013_treino_144.csv_32-1,0.69
2012-2013_treino_145.csv_32-1,0.72
2012-2013_treino_146.csv_32-1,0.72
2012-2013_treino_147.csv_32-1,0.72
2012-2013_treino_148.csv_32-1,0.72
2012-2013_treino_149.csv_32-1,0.72
2012-2013_treino_150.csv_32-1,0.69
2012-2013_treino_151.csv_32-1,0.69
2012-2013_treino_152.csv_32-1,0.66
2012-2013_treino_153.csv_32-1,0.66
2012-2013_treino_154.csv_32-1,0.66
2012-2013_treino_155.csv_32-1,0.66
2012-2013_treino_156.csv_32-1,0.62
